BOR003;02;BORDAR              ;1PO057CVAM     ;21664
FUR003;03;FURAR               ;1PO057CVAM     ;21665
COR001;01;CORTAR              ;1PO057CVMA     ;21666
BOR003;02;BORDAR              ;1PO057CVMA     ;21667
FUR003;03;FURAR               ;1PO057CVMA     ;21668
COR001;01;CORTAR              ;1PO057GRMO     ;21669
BOR003;02;BORDAR              ;1PO057GRMO     ;21670
FUR003;03;FURAR               ;1PO057GRMO     ;21671
COR001;01;CORTAR              ;1PO057NOAR     ;21672
BOR003;02;BORDAR              ;1PO057NOAR     ;21673
FUR003;03;FURAR               ;1PO057NOAR     ;21674
COR001;01;CORTAR              ;1PO057NOCA     ;21675
BOR003;02;BORDAR              ;1PO057NOCA     ;21676
FUR003;03;FURAR               ;1PO057NOCA     ;21677
COR001;01;CORTAR              ;1PO057NOVE     ;21678
BOR003;02;BORDAR              ;1PO057NOVE     ;21679
FUR003;03;FURAR               ;1PO057NOVE     ;21680
COR001;01;CORTAR              ;1PO057PRBL     ;21681
BOR003;02;BORDAR              ;1PO057PRBL     ;21682
FUR003;03;FURAR               ;1PO057PRBL     ;21683
COR001;01;CORTAR              ;1PO057ROSE     ;21684
BOR003;02;BORDAR              ;1PO057ROSE     ;21685
FUR003;03;FURAR               ;1PO057ROSE     ;21686
COR001;01;CORTAR              ;1PO057WG       ;21687
BOR003;02;BORDAR              ;1PO057WG       ;21688
FUR003;03;FURAR               ;1PO057WG       ;21689
COR001;01;CORTAR              ;1PR033CVDK     ;21690
BOR003;02;BORDAR              ;1PR033CVDK     ;21691
FUR003;03;FURAR               ;1PR033CVDK     ;21692
COR001;01;CORTAR              ;1PR033NOAR     ;21693
BOR003;02;BORDAR              ;1PR033NOAR     ;21694
FUR003;03;FURAR               ;1PR033NOAR     ;21695
COR001;01;CORTAR              ;1PR033TKAR     ;21696
BOR003;02;BORDAR              ;1PR033TKAR     ;21697
FUR003;03;FURAR               ;1PR033TKAR     ;21698
COR001;01;CORTAR              ;1PR036BR       ;21699
BOR003;02;BORDAR              ;1PR036BR       ;21700
FUR003;03;FURAR               ;1PR036BR       ;21701
COR001;01;CORTAR              ;1PR036CVDK     ;21702
BOR003;02;BORDAR              ;1PR036CVDK     ;21703
FUR003;03;FURAR               ;1PR036CVDK     ;21704
COR001;01;CORTAR              ;1PR036CVIZ     ;21705
BOR003;02;BORDAR              ;1PR036CVIZ     ;21706
FUR003;03;FURAR               ;1PR036CVIZ     ;21707
FUR002;03;FURAR               ;1TP014CVMZ     ;22745
COR001;01;CORTAR              ;1TP014IB       ;22746
BOR003;02;BORDAR              ;1TP014IB       ;22747
FUR002;03;FURAR               ;1TP014IB       ;22748
COR001;01;CORTAR              ;1TP014PR       ;22749
BOR003;02;BORDAR              ;1TP014PR       ;22753
FUR002;03;FURAR               ;1TP014PR       ;22754
COR001;01;CORTAR              ;1TP015CVMZ     ;22755
BOR003;02;BORDAR              ;1TP015CVMZ     ;22756
FUR002;03;FURAR               ;1TP015CVMZ     ;22757
COR001;01;CORTAR              ;1TP015IB       ;22758
BOR003;02;BORDAR              ;1TP015IB       ;22759
FUR002;03;FURAR               ;1TP015IB       ;22760
COR001;01;CORTAR              ;1TP015PR       ;22761
BOR003;02;BORDAR              ;1TP015PR       ;22762
FUR002;03;FURAR               ;1TP015PR       ;22763
COR001;01;CORTAR              ;1TP016BR       ;22764
BOR003;02;BORDAR              ;1TP016BR       ;22765
FUR001;03;FURAR               ;1TP016BR       ;22766
COR001;01;CORTAR              ;1TP016CVDK     ;22767
BOR003;02;BORDAR              ;1TP016CVDK     ;22768
FUR001;03;FURAR               ;1TP016CVDK     ;22769
COR001;01;CORTAR              ;1TP016CVIZ     ;22770
BOR003;02;BORDAR              ;1TP016CVIZ     ;22771
FUR001;03;FURAR               ;1TP016CVIZ     ;22772
COR001;01;CORTAR              ;1TP016CVMZ     ;22773
BOR003;02;BORDAR              ;1TP016CVMZ     ;22774
FUR001;03;FURAR               ;1TP016CVMZ     ;22775
COR001;01;CORTAR              ;1TP016IB       ;22776
BOR003;02;BORDAR              ;1TP016IB       ;22777
FUR001;03;FURAR               ;1TP016IB       ;22778
COR001;01;CORTAR              ;1TP016NOVE     ;22779
BOR003;02;BORDAR              ;1TP016NOVE     ;22780
FUR001;03;FURAR               ;1TP016NOVE     ;22781
COR001;01;CORTAR              ;1TP016ROSE     ;22782
BOR003;02;BORDAR              ;1TP016ROSE     ;22783
FUR001;03;FURAR               ;1TP016ROSE     ;22784
COR001;01;CORTAR              ;1TP016TKAR     ;22785
BOR003;02;BORDAR              ;1TP016TKAR     ;22786
FUR001;03;FURAR               ;1TP016TKAR     ;22787
COR001;01;CORTAR              ;1TP017BR       ;22788
BOR003;02;BORDAR              ;1TP017BR       ;22789
FUR002;03;FURAR               ;1TP017BR       ;22790
COR001;01;CORTAR              ;1TP017CVAM     ;22791
BOR003;02;BORDAR              ;1TP017CVAM     ;22792
FUR002;03;FURAR               ;1TP017CVAM     ;22793
COR001;01;CORTAR              ;1TP017CVMA     ;22794
BOR003;02;BORDAR              ;1TP017CVMA     ;22795
FUR002;03;FURAR               ;1TP017CVMA     ;22796
COR001;01;CORTAR              ;1TP017WG       ;22797
BOR003;02;BORDAR              ;1TP017WG       ;22798
FUR002;03;FURAR               ;1TP017WG       ;22799
COR001;01;CORTAR              ;1TP1201500003  ;22800
BOR003;02;BORDAR              ;1TP1201500003  ;22807
FUR001;03;FURAR               ;1TP1201500003  ;22808
COR001;01;CORTAR              ;1TP1201500060  ;22809
BOR003;02;BORDAR              ;1TP1201500060  ;22810
FUR001;03;FURAR               ;1TP1201500060  ;22811
COR001;01;CORTAR              ;1TP1201500093  ;22812
BOR003;02;BORDAR              ;1TP1201500093  ;22813
COR003;04;CORTAR              ;2FT1002500040  ;23901
BOR001;05;BORDAR              ;2FT1002500040  ;23902
COR001;01;CORTAR              ;2FT1002500041  ;23903
BOR003;02;BORDAR              ;2FT1002500041  ;23904
FUR002;03;FURAR               ;2FT1002500041  ;23905
COR003;04;CORTAR              ;2FT1002500041  ;23906
BOR001;05;BORDAR              ;2FT1002500041  ;23907
COR001;01;CORTAR              ;2FT1002500042  ;23908
BOR003;02;BORDAR              ;2FT1002500042  ;23909
FUR002;03;FURAR               ;2FT1002500042  ;23910
COR003;04;CORTAR              ;2FT1002500042  ;23911
BOR001;05;BORDAR              ;2FT1002500042  ;23912
COR001;01;CORTAR              ;2FT1002500060  ;23913
BOR003;02;BORDAR              ;2FT1002500060  ;23914
FUR002;03;FURAR               ;2FT1002500060  ;23915
COR003;04;CORTAR              ;2FT1002500060  ;23916
BOR001;05;BORDAR              ;2FT1002500060  ;23917
COR001;01;CORTAR              ;2FT1222500003  ;23918
BOR003;02;BORDAR              ;2FT1222500003  ;23919
FUR002;03;FURAR               ;2FT1222500003  ;23920
COR003;04;CORTAR              ;2FT1222500003  ;23921
BOR001;05;BORDAR              ;2FT1222500003  ;23922
COR001;01;CORTAR              ;2FT1222500040  ;23923
BOR003;02;BORDAR              ;2FT1222500040  ;23924
FUR002;03;FURAR               ;2FT1222500040  ;23925
COR003;04;CORTAR              ;2FT1222500040  ;23926
BOR001;05;BORDAR              ;2FT1222500040  ;23927
FUR003;03;FURAR               ;2FG5131500093  ;23859
COR001;01;CORTAR              ;2FG5131500094  ;23860
BOR003;02;BORDAR              ;2FG5131500094  ;23861
FUR003;03;FURAR               ;2FG5131500094  ;23862
COR001;01;CORTAR              ;2FG5131500095  ;23863
BOR003;02;BORDAR              ;2FG5131500095  ;23864
FUR003;03;FURAR               ;2FG5131500095  ;23865
COR001;01;CORTAR              ;2FG5131500096  ;23866
BOR003;02;BORDAR              ;2FG5131500096  ;23867
FUR003;03;FURAR               ;2FG5131500096  ;23868
COR001;01;CORTAR              ;2FG5961500032  ;23869
BOR003;02;BORDAR              ;2FG5961500032  ;23870
FUR003;03;FURAR               ;2FG5961500032  ;23871
COR001;01;CORTAR              ;2FG5961500043  ;23872
BOR003;02;BORDAR              ;2FG5961500043  ;23873
FUR003;03;FURAR               ;2FG5961500043  ;23874
COR001;01;CORTAR              ;2FG5961500054  ;23875
BOR003;02;BORDAR              ;2FG5961500054  ;23876
FUR003;03;FURAR               ;2FG5961500054  ;23877
COR001;01;CORTAR              ;2FG5961500081  ;23878
BOR003;02;BORDAR              ;2FG5961500081  ;23879
FUR003;03;FURAR               ;2FG5961500081  ;23880
COR001;01;CORTAR              ;2FG5961500093  ;23881
BOR003;02;BORDAR              ;2FG5961500093  ;23882
FUR003;03;FURAR               ;2FG5961500093  ;23883
COR001;01;CORTAR              ;2FG5961500094  ;23884
BOR003;02;BORDAR              ;2FG5961500094  ;23885
FUR003;03;FURAR               ;2FG5961500094  ;23886
COR001;01;CORTAR              ;2FG5961500095  ;23887
BOR003;02;BORDAR              ;2FG5961500095  ;23888
FUR003;03;FURAR               ;2FG5961500095  ;23889
COR001;01;CORTAR              ;2FG5961500096  ;23890
BOR003;02;BORDAR              ;2FG5961500096  ;23891
FUR003;03;FURAR               ;2FG5961500096  ;23892
COR001;01;CORTAR              ;2FT1002500003  ;23893
BOR003;02;BORDAR              ;2FT1002500003  ;23894
FUR002;03;FURAR               ;2FT1002500003  ;23895
COR003;04;CORTAR              ;2FT1002500003  ;23896
BOR001;05;BORDAR              ;2FT1002500003  ;23897
COR001;01;CORTAR              ;2FT1002500040  ;23898
BOR003;02;BORDAR              ;2FT1002500040  ;23899
FUR002;03;FURAR               ;2FT1002500040  ;23900
FUR002;03;FURAR               ;3PM3501801003  ;25015
COR001;01;CORTAR              ;3PM3501801004  ;25016
BOR003;02;BORDAR              ;3PM3501801004  ;25017
FUR002;03;FURAR               ;3PM3501801004  ;25018
COR001;01;CORTAR              ;3PM3501802001  ;25019
BOR003;02;BORDAR              ;3PM3501802001  ;25020
FUR002;03;FURAR               ;3PM3501802001  ;25021
COR003;04;CORTAR              ;3PM3501802001  ;25022
BOR001;05;BORDAR              ;3PM3501802001  ;25023
COR001;01;CORTAR              ;3PM3501802002  ;25024
BOR003;02;BORDAR              ;3PM3501802002  ;25025
FUR002;03;FURAR               ;3PM3501802002  ;25026
COR003;04;CORTAR              ;3PM3501802002  ;25027
BOR001;05;BORDAR              ;3PM3501802002  ;25028
COR001;01;CORTAR              ;3PM3501802003  ;25029
BOR003;02;BORDAR              ;3PM3501802003  ;25030
FUR002;03;FURAR               ;3PM3501802003  ;25031
COR003;04;CORTAR              ;3PM3501802003  ;25032
BOR001;05;BORDAR              ;3PM3501802003  ;25033
COR001;01;CORTAR              ;3PM3501802004  ;25034
BOR003;02;BORDAR              ;3PM3501802004  ;25035
BOR001;04;BORDAR              ;2TR7161500040  ;24965
MFA001;05;PRODUTOS ESPECIAIS  ;2TR7161500040  ;24966
COR001;01;CORTAR              ;2TR7161500060  ;24967
BOR003;02;BORDAR              ;2TR7161500060  ;24968
COR003;03;CORTAR              ;2TR7161500060  ;24969
BOR001;04;BORDAR              ;2TR7161500060  ;24970
MFA001;05;PRODUTOS ESPECIAIS  ;2TR7161500060  ;24971
COR001;01;CORTAR              ;2TR7161500093  ;24972
BOR003;02;BORDAR              ;2TR7161500093  ;24973
COR003;03;CORTAR              ;2TR7161500093  ;24974
BOR001;04;BORDAR              ;2TR7161500093  ;24975
MFA001;05;PRODUTOS ESPECIAIS  ;2TR7161500093  ;24976
COR001;01;CORTAR              ;2TS2241500006  ;24977
BOR003;02;BORDAR              ;2TS2241500006  ;24978
COR003;03;CORTAR              ;2TS2241500006  ;24979
BOR001;04;BORDAR              ;2TS2241500006  ;24980
FUR002;05;FURAR               ;2TS2241500006  ;24981
COR001;01;CORTAR              ;3PE1431802002  ;24992
BOR003;02;BORDAR              ;3PE1431802002  ;24993
FUR002;03;FURAR               ;3PE1431802002  ;24994
COR001;01;CORTAR              ;3PM3501800001  ;24995
BOR003;02;BORDAR              ;3PM3501800001  ;24996
FUR002;03;FURAR               ;3PM3501800001  ;24997
COR001;01;CORTAR              ;3PM3501800002  ;24998
BOR003;02;BORDAR              ;3PM3501800002  ;24999
FUR002;03;FURAR               ;3PM3501800002  ;25000
COR001;01;CORTAR              ;3PM3501800003  ;25001
BOR003;02;BORDAR              ;3PM3501800003  ;25002
FUR002;03;FURAR               ;3PM3501800003  ;25003
COR001;01;CORTAR              ;3PM3501800004  ;25004
BOR003;02;BORDAR              ;3PM3501800004  ;25005
FUR002;03;FURAR               ;3PM3501800004  ;25006
COR001;01;CORTAR              ;3PM3501801001  ;25007
BOR003;02;BORDAR              ;3PM3501801001  ;25008
FUR002;03;FURAR               ;3PM3501801001  ;25009
COR001;01;CORTAR              ;3PM3501801002  ;25010
BOR003;02;BORDAR              ;3PM3501801002  ;25011
FUR002;03;FURAR               ;3PM3501801002  ;25012
COR001;01;CORTAR              ;3PM3501801003  ;25013
BOR003;02;BORDAR              ;3PM3501801003  ;25014
BOR001;05;BORDAR              ;1PR039CVMZ     ;21774
COR001;01;CORTAR              ;1PR039IB       ;21775
BOR003;02;BORDAR              ;1PR039IB       ;21776
COR001;01;CORTAR              ;1PR036CVMZ     ;21708
BOR003;02;BORDAR              ;1PR036CVMZ     ;21709
FUR003;03;FURAR               ;1PR036CVMZ     ;21710
COR001;01;CORTAR              ;1PR036IB       ;21711
BOR003;02;BORDAR              ;1PR036IB       ;21712
FUR003;03;FURAR               ;1PR036IB       ;21713
COR001;01;CORTAR              ;1PR036TKAR     ;21714
BOR003;02;BORDAR              ;1PR036TKAR     ;21715
FUR003;03;FURAR               ;1PR036TKAR     ;21716
COR001;01;CORTAR              ;1PR036TW       ;21717
BOR003;02;BORDAR              ;1PR036TW       ;21718
FUR003;03;FURAR               ;1PR036TW       ;21719
COR001;01;CORTAR              ;1PR037CVAM     ;21720
BOR003;02;BORDAR              ;1PR037CVAM     ;21721
FUR003;03;FURAR               ;1PR037CVAM     ;21722
COR001;01;CORTAR              ;1PR037CVDK     ;21723
BOR003;02;BORDAR              ;1PR037CVDK     ;21724
FUR003;03;FURAR               ;1PR037CVDK     ;21725
COR001;01;CORTAR              ;1PR037CVMA     ;21726
BOR003;02;BORDAR              ;1PR037CVMA     ;21727
FUR003;03;FURAR               ;1PR037CVMA     ;21728
COR001;01;CORTAR              ;1PR037CVMZ     ;21729
BOR003;02;BORDAR              ;1PR037CVMZ     ;21730
FUR003;03;FURAR               ;1PR037CVMZ     ;21731
COR001;01;CORTAR              ;1PR037GRMO     ;21732
BOR003;02;BORDAR              ;1PR037GRMO     ;21733
FUR003;03;FURAR               ;1PR037GRMO     ;21734
COR001;01;CORTAR              ;1PR037IB       ;21735
BOR003;02;BORDAR              ;1PR037IB       ;21736
FUR003;03;FURAR               ;1PR037IB       ;21737
COR001;01;CORTAR              ;1PR037NOAR     ;21738
BOR003;02;BORDAR              ;1PR037NOAR     ;21739
FUR003;03;FURAR               ;1PR037NOAR     ;21740
COR001;01;CORTAR              ;1PR037NOCA     ;21741
BOR003;02;BORDAR              ;1PR037NOCA     ;21742
FUR003;03;FURAR               ;1PR037NOCA     ;21743
COR001;01;CORTAR              ;1PR037NOVE     ;21744
BOR003;02;BORDAR              ;1PR037NOVE     ;21745
FUR003;03;FURAR               ;1PR037NOVE     ;21746
COR001;01;CORTAR              ;1PR037PRBL     ;21747
BOR003;02;BORDAR              ;1PR037PRBL     ;21748
FUR003;03;FURAR               ;1PR037PRBL     ;21749
COR001;01;CORTAR              ;1PR037ROSE     ;21750
BOR003;02;BORDAR              ;1PR037ROSE     ;21751
FUR003;03;FURAR               ;1PR037ROSE     ;21752
COR001;01;CORTAR              ;1PR037WG       ;21753
BOR003;02;BORDAR              ;1PR037WG       ;21754
FUR003;03;FURAR               ;1PR037WG       ;21755
COR001;01;CORTAR              ;1PR038CVDK     ;21756
BOR003;02;BORDAR              ;1PR038CVDK     ;21757
FUR003;03;FURAR               ;1PR038CVDK     ;21758
COR001;01;CORTAR              ;1PR038CVMZ     ;21759
BOR003;02;BORDAR              ;1PR038CVMZ     ;21760
FUR003;03;FURAR               ;1PR038CVMZ     ;21761
COR001;01;CORTAR              ;1PR038IB       ;21762
BOR003;02;BORDAR              ;1PR038IB       ;21763
FUR003;03;FURAR               ;1PR038IB       ;21764
COR001;01;CORTAR              ;1PR039CVDK     ;21765
BOR003;02;BORDAR              ;1PR039CVDK     ;21766
FUR003;03;FURAR               ;1PR039CVDK     ;21767
COR003;04;CORTAR              ;1PR039CVDK     ;21768
BOR001;05;BORDAR              ;1PR039CVDK     ;21769
COR001;01;CORTAR              ;1PR039CVMZ     ;21770
BOR003;02;BORDAR              ;1PR039CVMZ     ;21771
FUR003;03;FURAR               ;1PR039CVMZ     ;21772
COR003;04;CORTAR              ;1PR039CVMZ     ;21773
FUR001;03;FURAR               ;1TP1201500093  ;22814
COR001;01;CORTAR              ;1TP1201500096  ;22815
BOR003;02;BORDAR              ;1TP1201500096  ;22816
FUR001;03;FURAR               ;1TP1201500096  ;22817
COR001;01;CORTAR              ;1TP2271501002  ;22818
BOR003;02;BORDAR              ;1TP2271501002  ;22819
FUR001;03;FURAR               ;1TP2271501002  ;22820
COR001;01;CORTAR              ;1TP2271501006  ;22821
BOR003;02;BORDAR              ;1TP2271501006  ;22822
FUR001;03;FURAR               ;1TP2271501006  ;22823
COR001;01;CORTAR              ;1TP3001500003  ;22824
BOR003;02;BORDAR              ;1TP3001500003  ;22825
FUR003;03;FURAR               ;1TP3001500003  ;22826
COR001;01;CORTAR              ;1TP3001500040  ;22827
BOR003;02;BORDAR              ;1TP3001500040  ;22828
FUR003;03;FURAR               ;1TP3001500040  ;22829
COR001;01;CORTAR              ;1TP3001500054  ;22830
BOR003;02;BORDAR              ;1TP3001500054  ;22831
FUR003;03;FURAR               ;1TP3001500054  ;22832
COR001;01;CORTAR              ;1TP3001500060  ;22833
BOR003;02;BORDAR              ;1TP3001500060  ;22834
FUR003;03;FURAR               ;1TP3001500060  ;22835
COR001;01;CORTAR              ;1TP3781500003  ;22836
BOR003;02;BORDAR              ;1TP3781500003  ;22837
FUR003;03;FURAR               ;1TP3781500003  ;22838
COR001;01;CORTAR              ;1TP3781500060  ;22839
BOR003;02;BORDAR              ;1TP3781500060  ;22840
FUR003;03;FURAR               ;1TP3781500060  ;22841
COR001;01;CORTAR              ;1TP7001500001  ;22842
BOR003;02;BORDAR              ;1TP7001500001  ;22843
FUR003;03;FURAR               ;1TP7001500001  ;22844
COR001;01;CORTAR              ;1TP7001500002  ;22845
BOR003;02;BORDAR              ;1TP7001500002  ;22846
FUR001;03;FURAR               ;1TP7001500002  ;22847
COR001;01;CORTAR              ;1TP7001500003  ;22848
BOR003;02;BORDAR              ;1TP7001500003  ;22849
FUR001;03;FURAR               ;1TP7001500003  ;22850
COR001;01;CORTAR              ;1TV011BR       ;22875
BOR003;02;BORDAR              ;1TV011BR       ;22876
COR003;03;CORTAR              ;1TV011BR       ;22877
BOR001;04;BORDAR              ;1TV011BR       ;22878
MFA001;05;PRODUTOS ESPECIAIS  ;1TV011BR       ;22879
COR001;01;CORTAR              ;1TV011CVDK     ;22880
BOR003;02;BORDAR              ;1TV011CVDK     ;22881
COR003;03;CORTAR              ;1TV011CVDK     ;22882
FUR001;03;FURAR               ;2PT1491800001  ;23989
COR001;01;CORTAR              ;2PT1491800002  ;23990
BOR003;02;BORDAR              ;2PT1491800002  ;23991
FUR001;03;FURAR               ;2PT1491800002  ;23992
COR001;01;CORTAR              ;2PT1491800003  ;23993
BOR003;02;BORDAR              ;2PT1491800003  ;23994
FUR001;03;FURAR               ;2PT1491800003  ;23995
COR001;01;CORTAR              ;2FT1222500060  ;23928
BOR003;02;BORDAR              ;2FT1222500060  ;23929
FUR002;03;FURAR               ;2FT1222500060  ;23930
COR003;04;CORTAR              ;2FT1222500060  ;23931
BOR001;05;BORDAR              ;2FT1222500060  ;23932
COR001;01;CORTAR              ;2FT5752500003  ;23933
BOR003;02;BORDAR              ;2FT5752500003  ;23934
FUR002;03;FURAR               ;2FT5752500003  ;23935
COR003;04;CORTAR              ;2FT5752500003  ;23936
BOR001;05;BORDAR              ;2FT5752500003  ;23937
COR001;01;CORTAR              ;2FT5752500040  ;23938
BOR003;02;BORDAR              ;2FT5752500040  ;23939
FUR002;03;FURAR               ;2FT5752500040  ;23940
COR003;04;CORTAR              ;2FT5752500040  ;23941
BOR001;05;BORDAR              ;2FT5752500040  ;23942
COR001;01;CORTAR              ;2FT5752500060  ;23943
BOR003;02;BORDAR              ;2FT5752500060  ;23944
FUR002;03;FURAR               ;2FT5752500060  ;23945
COR003;04;CORTAR              ;2FT5752500060  ;23946
BOR001;05;BORDAR              ;2FT5752500060  ;23947
COR001;01;CORTAR              ;2FT6452500003  ;23948
BOR003;02;BORDAR              ;2FT6452500003  ;23949
FUR002;03;FURAR               ;2FT6452500003  ;23950
COR003;04;CORTAR              ;2FT6452500003  ;23951
BOR001;05;BORDAR              ;2FT6452500003  ;23952
COR001;01;CORTAR              ;2FT6452500040  ;23953
BOR003;02;BORDAR              ;2FT6452500040  ;23954
FUR002;03;FURAR               ;2FT6452500040  ;23955
COR003;04;CORTAR              ;2FT6452500040  ;23956
BOR001;05;BORDAR              ;2FT6452500040  ;23957
COR001;01;CORTAR              ;2FT6452500060  ;23958
BOR003;02;BORDAR              ;2FT6452500060  ;23959
FUR002;03;FURAR               ;2FT6452500060  ;23960
COR003;04;CORTAR              ;2FT6452500060  ;23961
BOR001;05;BORDAR              ;2FT6452500060  ;23962
COR001;01;CORTAR              ;2FT7802500003  ;23963
BOR003;02;BORDAR              ;2FT7802500003  ;23964
FUR002;03;FURAR               ;2FT7802500003  ;23965
COR003;04;CORTAR              ;2FT7802500003  ;23966
BOR001;05;BORDAR              ;2FT7802500003  ;23967
COR001;01;CORTAR              ;2FT7802500040  ;23968
BOR003;02;BORDAR              ;2FT7802500040  ;23969
FUR002;03;FURAR               ;2FT7802500040  ;23970
COR003;04;CORTAR              ;2FT7802500040  ;23971
BOR001;05;BORDAR              ;2FT7802500040  ;23972
COR001;01;CORTAR              ;2FT7802500060  ;23973
BOR003;02;BORDAR              ;2FT7802500060  ;23974
FUR002;03;FURAR               ;2FT7802500060  ;23975
COR003;04;CORTAR              ;2FT7802500060  ;23976
BOR001;05;BORDAR              ;2FT7802500060  ;23977
COR001;01;CORTAR              ;2PT1371500031  ;23978
BOR003;02;BORDAR              ;2PT1371500031  ;23979
FUR001;03;FURAR               ;2PT1371500031  ;23980
COR001;01;CORTAR              ;2PT1371500042  ;23981
BOR003;02;BORDAR              ;2PT1371500042  ;23982
FUR001;03;FURAR               ;2PT1371500042  ;23983
COR001;01;CORTAR              ;2PT1371500093  ;23984
BOR003;02;BORDAR              ;2PT1371500093  ;23985
FUR001;03;FURAR               ;2PT1371500093  ;23986
COR001;01;CORTAR              ;2PT1491800001  ;23987
BOR003;02;BORDAR              ;2PT1491800001  ;23988
FUR002;03;FURAR               ;3PM3501802004  ;25036
COR003;04;CORTAR              ;3PM3501802004  ;25037
BOR001;05;BORDAR              ;3PM3501802004  ;25038
COR001;01;CORTAR              ;1LE047NOAR     ;25039
BOR003;02;BORDAR              ;1LE047NOAR     ;25040
FUR003;03;FURAR               ;1LE047NOAR     ;25041
COR001;01;CORTAR              ;1RP021NOAR     ;25042
BOR003;02;BORDAR              ;1RP021NOAR     ;25043
FUR003;03;FURAR               ;1RP021NOAR     ;25044
COR003;04;CORTAR              ;1RP021NOAR     ;25045
BOR001;05;BORDAR              ;1RP021NOAR     ;25046
COR001;01;CORTAR              ;1LI003NOAR     ;25047
BOR003;02;BORDAR              ;1LI003NOAR     ;25048
FUR003;03;FURAR               ;1LI003NOAR     ;25049
COR001;01;CORTAR              ;1LI002NOAR     ;25050
BOR003;02;BORDAR              ;1LI002NOAR     ;25051
FUR003;03;FURAR               ;1LI002NOAR     ;25052
COR003;04;CORTAR              ;1LI002NOAR     ;25053
BOR001;05;BORDAR              ;1LI002NOAR     ;25054
COR001;01;CORTAR              ;1FU001NOVE     ;25055
COR001;01;CORTAR              ;1FG001NOAR     ;25056
BOR003;02;BORDAR              ;1FG001NOAR     ;25057
FUR003;03;FURAR               ;1FG001NOAR     ;25058
COR003;04;CORTAR              ;1FG001NOAR     ;25059
BOR001;05;BORDAR              ;1FG001NOAR     ;25060
COR001;01;CORTAR              ;1LI001NOAR     ;25061
BOR003;02;BORDAR              ;1LI001NOAR     ;25062
FUR003;03;FURAR               ;1LI001NOAR     ;25063
COR003;04;CORTAR              ;1LI001NOAR     ;25064
BOR001;05;BORDAR              ;1LI001NOAR     ;25065
COR001;01;CORTAR              ;1LE001NOAR     ;25066
BOR003;02;BORDAR              ;1LE001NOAR     ;25067
FUR003;03;FURAR               ;1LE001NOAR     ;25068
COR001;01;CORTAR              ;1RP001NOAR     ;25069
BOR003;02;BORDAR              ;1RP001NOAR     ;25070
FUR003;03;FURAR               ;1RP001NOAR     ;25071
COR003;04;CORTAR              ;1RP001NOAR     ;25072
BOR001;05;BORDAR              ;1RP001NOAR     ;25073
COR001;01;CORTAR              ;1BT002NOAR     ;25074
BOR003;02;BORDAR              ;1BT002NOAR     ;25075
FUR003;03;FURAR               ;1BT002NOAR     ;25076
COR001;01;CORTAR              ;1PO026NOVE     ;25077
BOR003;02;BORDAR              ;1PO026NOVE     ;25078
FUR001;03;FURAR               ;1PO026NOVE     ;25079
COR001;01;CORTAR              ;1PO032NOAR     ;25080
BOR003;02;BORDAR              ;1PO032NOAR     ;25081
FUR003;03;FURAR               ;1PO032NOAR     ;25082
COR001;01;CORTAR              ;1LE004NOAR     ;25083
BOR003;02;BORDAR              ;1LE004NOAR     ;25084
FUR003;03;FURAR               ;1LE004NOAR     ;25085
COR001;01;CORTAR              ;1LE003NOAR     ;25086
BOR003;02;BORDAR              ;1LE003NOAR     ;25087
FUR003;03;FURAR               ;1LE003NOAR     ;25088
COR001;01;CORTAR              ;1BT006NOAR     ;25089
BOR003;02;BORDAR              ;1BT006NOAR     ;25090
FUR001;03;FURAR               ;1BT006NOAR     ;25091
COR001;01;CORTAR              ;1TR001NOAR     ;25092
BOR003;02;BORDAR              ;1TR001NOAR     ;25093
FUR002;03;FURAR               ;1TR001NOAR     ;25094
COR003;04;CORTAR              ;1TR001NOAR     ;25095
BOR001;05;BORDAR              ;1TR001NOAR     ;25096
COR001;01;CORTAR              ;1LI005NOAR     ;25097
BOR003;02;BORDAR              ;1LI005NOAR     ;25098
FUR003;03;FURAR               ;1LI005NOAR     ;25099
COR003;04;CORTAR              ;1LI005NOAR     ;25100
BOR001;05;BORDAR              ;1LI005NOAR     ;25101
COR001;01;CORTAR              ;1FU005NOAR     ;25102
COR001;01;CORTAR              ;1FU004NOAR     ;25103
COR001;01;CORTAR              ;1FG004NOAR     ;25104
BOR003;02;BORDAR              ;1FG004NOAR     ;25105
FUR003;03;FURAR               ;1FG004NOAR     ;25106
FUR003;03;FURAR               ;1PR042IB       ;21835
COR001;01;CORTAR              ;1PR042TKAR     ;21836
BOR003;02;BORDAR              ;1PR042TKAR     ;21837
FUR003;03;FURAR               ;1PR042TKAR     ;21838
COR001;01;CORTAR              ;1PR043BR       ;21839
BOR003;02;BORDAR              ;1PR043BR       ;21840
FUR003;03;FURAR               ;1PR043BR       ;21841
COR003;04;CORTAR              ;1PR043BR       ;21842
BOR001;05;BORDAR              ;1PR043BR       ;21843
COR001;01;CORTAR              ;1PR043CVDK     ;21844
BOR003;02;BORDAR              ;1PR043CVDK     ;21845
FUR003;03;FURAR               ;1PR039IB       ;21777
COR003;04;CORTAR              ;1PR039IB       ;21778
BOR001;05;BORDAR              ;1PR039IB       ;21779
COR001;01;CORTAR              ;1PR039NOAR     ;21780
BOR003;02;BORDAR              ;1PR039NOAR     ;21781
FUR003;03;FURAR               ;1PR039NOAR     ;21782
