FUR001;03;FURAR               ;2FG5131500004  ;11851
COR001;01;CORTAR              ;2FG5131500005  ;11852
BOR003;02;BORDAR              ;2FG5131500005  ;11853
FUR001;03;FURAR               ;2FG5131500005  ;11854
COR001;01;CORTAR              ;2FG5131500030  ;11855
BOR003;02;BORDAR              ;2FG5131500030  ;11856
FUR001;03;FURAR               ;2FG5131500030  ;11857
COR001;01;CORTAR              ;2FG5131500031  ;11858
BOR003;02;BORDAR              ;2FG5131500031  ;11859
FUR001;03;FURAR               ;2FG5131500031  ;11860
COR001;01;CORTAR              ;2FG5131500040  ;11861
BOR003;02;BORDAR              ;2FG5131500040  ;11862
FUR001;03;FURAR               ;2FG5131500040  ;11863
COR001;01;CORTAR              ;2FG5131500091  ;11864
BOR003;02;BORDAR              ;2FG5131500091  ;11865
FUR001;03;FURAR               ;2FG5131500091  ;11866
COR001;01;CORTAR              ;2FG5141800001  ;11867
BOR003;02;BORDAR              ;2FG5141800001  ;11868
FUR001;03;FURAR               ;2FG5141800001  ;11869
COR002;04;CORTAR              ;2FG5141800001  ;11870
BOR001;05;BORDAR              ;2FG5141800001  ;11871
COR001;01;CORTAR              ;2FG5141800002  ;11872
BOR003;02;BORDAR              ;2FG5141800002  ;11873
FUR001;03;FURAR               ;2FG5141800002  ;11874
COR002;04;CORTAR              ;2FG5141800002  ;11875
BOR001;05;BORDAR              ;2FG5141800002  ;11876
COR001;01;CORTAR              ;2FG5141801001  ;11877
BOR003;02;BORDAR              ;2FG5141801001  ;11878
FUR001;03;FURAR               ;2FG5141801001  ;11879
COR002;04;CORTAR              ;2FG5141801001  ;11880
BOR001;05;BORDAR              ;2FG5141801001  ;11881
COR001;01;CORTAR              ;2FG5141801002  ;11882
BOR003;02;BORDAR              ;2FG5141801002  ;11883
BOR003;02;BORDAR              ;2PT1091500040  ;12928
FUR002;03;FURAR               ;2PT1091500040  ;12929
MFA001;04;PRODUTOS ESPECIAIS  ;2PT1091500040  ;12930
COR001;01;CORTAR              ;2PT1091500111  ;12931
BOR003;02;BORDAR              ;2PT1091500111  ;12932
FUR002;03;FURAR               ;2PT1091500111  ;12933
MFA001;04;PRODUTOS ESPECIAIS  ;2PT1091500111  ;12934
COR001;01;CORTAR              ;2PT1171800005  ;12935
BOR003;02;BORDAR              ;2PT1171800005  ;12936
FUR001;03;FURAR               ;2PT1171800005  ;12937
COR002;04;CORTAR              ;2PT1171800005  ;12938
BOR001;05;BORDAR              ;2PT1171800005  ;12939
COR001;01;CORTAR              ;2PT1171800006  ;12940
BOR003;02;BORDAR              ;2PT1171800006  ;12941
FUR001;03;FURAR               ;2PT1171800006  ;12942
COR002;04;CORTAR              ;2PT1171800006  ;12943
BOR001;05;BORDAR              ;2PT1171800006  ;12944
COR001;01;CORTAR              ;2PT1201500005  ;12945
BOR003;02;BORDAR              ;2PT1201500005  ;12946
FUR001;03;FURAR               ;2PT1201500005  ;12947
COR002;04;CORTAR              ;2PT1201500005  ;12948
BOR001;05;BORDAR              ;2PT1201500005  ;12949
COR001;01;CORTAR              ;2PT1201500006  ;12950
BOR003;02;BORDAR              ;2PT1201500006  ;12951
FUR001;03;FURAR               ;2PT1201500006  ;12952
COR002;04;CORTAR              ;2PT1201500006  ;12953
BOR001;05;BORDAR              ;2PT1201500006  ;12954
COR001;01;CORTAR              ;2PT1271800004  ;12955
BOR003;02;BORDAR              ;2PT1271800004  ;12956
FUR001;03;FURAR               ;2PT1271800004  ;12957
COR002;04;CORTAR              ;2PT1271800004  ;12958
BOR001;05;BORDAR              ;2PT1271800004  ;12959
COR001;01;CORTAR              ;2PT1271800005  ;12960
BOR003;02;BORDAR              ;2PT1271800005  ;12961
FUR001;03;FURAR               ;2PT1271800005  ;12962
COR002;04;CORTAR              ;2PT1271800005  ;12963
BOR001;05;BORDAR              ;2PT1271800005  ;12964
COR001;01;CORTAR              ;2PT1271800006  ;12965
BOR003;02;BORDAR              ;2PT1271800006  ;12966
FUR001;03;FURAR               ;2PT1271800006  ;12967
COR002;04;CORTAR              ;2PT1271800006  ;12968
BOR001;05;BORDAR              ;2PT1271800006  ;12969
COR001;01;CORTAR              ;2PT1371500004  ;12970
BOR003;02;BORDAR              ;2PT1371500004  ;12971
FUR001;03;FURAR               ;2PT1371500004  ;12972
COR001;01;CORTAR              ;2PT1371500005  ;12973
BOR003;02;BORDAR              ;2PT1371500005  ;12974
FUR001;03;FURAR               ;2PT1371500005  ;12975
COR001;01;CORTAR              ;2PT1371500030  ;12976
BOR003;02;BORDAR              ;2PT1371500030  ;12977
FUR001;03;FURAR               ;2PT1371500030  ;12978
COR001;01;CORTAR              ;2PT1371500040  ;12979
BOR003;02;BORDAR              ;2PT1371500040  ;12980
FUR001;03;FURAR               ;2PT1371500040  ;12981
COR001;01;CORTAR              ;2PT1371500071  ;12982
BOR003;02;BORDAR              ;2PT1371500071  ;12983
FUR001;03;FURAR               ;2PT1371500071  ;12984
COR001;01;CORTAR              ;2PT1371500091  ;12985
BOR003;02;BORDAR              ;2PT1371500091  ;12986
FUR001;03;FURAR               ;2PT1371500091  ;12987
COR001;01;CORTAR              ;2PT1491800004  ;12988
BOR003;02;BORDAR              ;2PT1491800004  ;12989
FUR001;03;FURAR               ;2PT1491800004  ;12990
COR001;01;CORTAR              ;2PT1491800005  ;12991
BOR003;02;BORDAR              ;2PT1491800005  ;12992
FUR001;03;FURAR               ;2PT1491800005  ;12993
COR001;01;CORTAR              ;2PT1611800004  ;12994
BOR003;02;BORDAR              ;2PT1611800004  ;12995
FUR001;03;FURAR               ;2PT1611800004  ;12996
COR001;01;CORTAR              ;2PT9981800001  ;13963
BOR003;02;BORDAR              ;2PT9981800001  ;13964
FUR001;03;FURAR               ;2PT9981800001  ;13965
COR001;01;CORTAR              ;2QD1061500004  ;13966
BOR003;02;BORDAR              ;2QD1061500004  ;13967
FUR001;03;FURAR               ;2QD1061500004  ;13968
COR001;01;CORTAR              ;2QD1061500005  ;13969
BOR003;02;BORDAR              ;2QD1061500005  ;13970
FUR001;03;FURAR               ;2QD1061500005  ;13971
COR001;01;CORTAR              ;2QD1061500007  ;13972
BOR003;02;BORDAR              ;2QD1061500007  ;13973
FUR001;03;FURAR               ;2QD1061500007  ;13974
COR001;01;CORTAR              ;2QD1061500040  ;13975
BOR003;02;BORDAR              ;2QD1061500040  ;13976
FUR001;03;FURAR               ;2QD1061500040  ;13977
COR001;01;CORTAR              ;2QD1061500111  ;13978
BOR003;02;BORDAR              ;2QD1061500111  ;13979
FUR001;03;FURAR               ;2QD1061500111  ;13980
COR001;01;CORTAR              ;2QD7261500004  ;13981
BOR003;02;BORDAR              ;2QD7261500004  ;13982
FUR001;03;FURAR               ;2QD7261500004  ;13983
COR001;01;CORTAR              ;2QD7261500005  ;13984
BOR003;02;BORDAR              ;2QD7261500005  ;13985
FUR001;03;FURAR               ;2QD7261500005  ;13986
COR001;01;CORTAR              ;2QD7401500005  ;13987
BOR003;02;BORDAR              ;2QD7401500005  ;13988
FUR001;03;FURAR               ;2QD7401500005  ;13989
COR001;01;CORTAR              ;2QD7401500040  ;13990
BOR003;02;BORDAR              ;2QD7401500040  ;13991
FUR001;03;FURAR               ;2QD7401500040  ;13992
COR001;01;CORTAR              ;2RD1001800001  ;13993
BOR003;02;BORDAR              ;2RD1001800001  ;13994
FUR001;03;FURAR               ;2RD1001800001  ;13995
COR002;04;CORTAR              ;2RD1001800001  ;13996
BOR001;05;BORDAR              ;2RD1001800001  ;13997
COR002;01;CORTAR              ;2RD1282500004  ;13998
BOR001;02;BORDAR              ;2RD1282500004  ;13999
COR002;03;CORTAR              ;2RD1282500004  ;14000
MFA001;04;PRODUTOS ESPECIAIS  ;2RD1282500004  ;14001
COR002;01;CORTAR              ;2RD1282500005  ;14002
BOR001;02;BORDAR              ;2RD1282500005  ;14003
COR002;03;CORTAR              ;2RD1282500005  ;14004
MFA001;04;PRODUTOS ESPECIAIS  ;2RD1282500005  ;14005
COR002;01;CORTAR              ;2RD1751800004  ;14006
BOR001;02;BORDAR              ;2RD1751800004  ;14007
COR002;03;CORTAR              ;2RD1751800004  ;14008
MFA001;04;PRODUTOS ESPECIAIS  ;2RD1751800004  ;14009
COR002;01;CORTAR              ;2RD1751800005  ;14010
BOR001;02;BORDAR              ;2RD1751800005  ;14011
COR002;03;CORTAR              ;2RD1751800005  ;14012
MFA001;04;PRODUTOS ESPECIAIS  ;2RD1751800005  ;14013
COR002;01;CORTAR              ;2RD1812500004  ;14014
BOR001;02;BORDAR              ;2RD1812500004  ;14015
COR002;03;CORTAR              ;2RD1812500004  ;14016
MFA001;04;PRODUTOS ESPECIAIS  ;2RD1812500004  ;14017
COR002;01;CORTAR              ;2RD1812500005  ;14018
BOR001;02;BORDAR              ;2RD1812500005  ;14019
COR002;03;CORTAR              ;2RD1812500005  ;14020
MFA001;04;PRODUTOS ESPECIAIS  ;2RD1812500005  ;14021
COR002;01;CORTAR              ;2RD1822500004  ;14022
BOR001;02;BORDAR              ;2RD1822500004  ;14023
COR002;03;CORTAR              ;2RD1822500004  ;14024
MFA001;04;PRODUTOS ESPECIAIS  ;2RD1822500004  ;14025
COR002;03;CORTAR              ;2RD2741500005  ;14030
COR002;01;CORTAR              ;2RD2901800001  ;14031
BOR003;03;BORDAR              ;1TP6005100111  ;10776
FUR001;04;FURAR               ;1TP6005100111  ;10777
COR001;01;CORTAR              ;1TP6391500004  ;10778
BOR003;02;BORDAR              ;1TP6391500004  ;10779
FUR001;03;FURAR               ;1TP6391500004  ;10780
COR001;01;CORTAR              ;1TP6391500005  ;10781
BOR003;02;BORDAR              ;1TP6391500005  ;10782
FUR001;03;FURAR               ;1TP6391500005  ;10783
COR001;01;CORTAR              ;1TP6691500005  ;10784
BOR003;02;BORDAR              ;1TP6691500005  ;10785
FUR001;03;FURAR               ;1TP6691500005  ;10786
COR001;01;CORTAR              ;1TP6691501005  ;10787
BOR003;02;BORDAR              ;1TP6691501005  ;10788
FUR001;03;FURAR               ;1TP6691501005  ;10789
COR001;01;CORTAR              ;1TP6701500004  ;10790
BOR003;02;BORDAR              ;1TP6701500004  ;10791
FUR001;03;FURAR               ;1TP6701500004  ;10792
COR001;01;CORTAR              ;1TP6701500005  ;10793
BOR003;02;BORDAR              ;1TP6701500005  ;10794
FUR001;03;FURAR               ;1TP6701500005  ;10795
COR001;01;CORTAR              ;1TP7001500004  ;10796
BOR003;02;BORDAR              ;1TP7001500004  ;10797
FUR001;03;FURAR               ;1TP7001500004  ;10798
COR001;01;CORTAR              ;1TP7001500005  ;10799
BOR003;02;BORDAR              ;1TP7001500005  ;10800
FUR001;03;FURAR               ;1TP7001500005  ;10801
COR001;01;CORTAR              ;1TP7371800001  ;10802
BOR003;02;BORDAR              ;1TP7371800001  ;10803
FUR001;03;FURAR               ;1TP7371800001  ;10804
COR001;01;CORTAR              ;1TP8001800001  ;10805
BOR003;02;BORDAR              ;1TP8001800001  ;10806
FUR001;03;FURAR               ;1TP8001800001  ;10807
COR001;01;CORTAR              ;1TP8441800005  ;10808
BOR003;02;BORDAR              ;1TP8441800005  ;10809
FUR001;03;FURAR               ;1TP8441800005  ;10810
COR001;01;CORTAR              ;1TP8441800006  ;10811
BOR003;02;BORDAR              ;1TP8441800006  ;10812
FUR001;03;FURAR               ;1TP8441800006  ;10813
COR001;01;CORTAR              ;1TP8831800004  ;10814
BOR003;02;BORDAR              ;1TP8831800004  ;10815
FUR001;03;FURAR               ;1TP8831800004  ;10816
COR001;01;CORTAR              ;1TP8831800005  ;10817
BOR003;02;BORDAR              ;1TP8831800005  ;10818
FUR001;03;FURAR               ;1TP8831800005  ;10819
COR001;01;CORTAR              ;1TP8931800004  ;10820
BOR003;02;BORDAR              ;1TP8931800004  ;10821
FUR001;03;FURAR               ;1TP8931800004  ;10822
COR001;01;CORTAR              ;1TP8931800005  ;10823
BOR003;02;BORDAR              ;1TP8931800005  ;10824
FUR001;03;FURAR               ;1TP8931800005  ;10825
COR001;01;CORTAR              ;1TP8971800004  ;10826
BOR003;02;BORDAR              ;1TP8971800004  ;10827
FUR001;03;FURAR               ;1TP8971800004  ;10828
COR001;01;CORTAR              ;1TP8971800005  ;10829
BOR003;02;BORDAR              ;1TP8971800005  ;10830
FUR001;03;FURAR               ;1TP8971800005  ;10831
COR001;01;CORTAR              ;1TP8971800040  ;10832
BOR003;02;BORDAR              ;1TP8971800040  ;10833
FUR001;03;FURAR               ;1TP8971800040  ;10834
COR001;01;CORTAR              ;1TP8971800042  ;10835
BOR003;02;BORDAR              ;1TP8971800042  ;10836
FUR001;03;FURAR               ;1TP8971800042  ;10837
COR001;01;CORTAR              ;1TP8971800111  ;10838
BOR003;02;BORDAR              ;1TP8971800111  ;10839
FUR001;03;FURAR               ;1TP8971800111  ;10840
COR001;01;CORTAR              ;1TP9201800004  ;10841
BOR003;02;BORDAR              ;1TP9201800004  ;10842
FUR001;03;FURAR               ;1TP9201800004  ;10843
COR001;01;CORTAR              ;1TP9201800005  ;10844
FUR001;03;FURAR               ;2FG5141801002  ;11884
COR002;04;CORTAR              ;2FG5141801002  ;11885
BOR001;05;BORDAR              ;2FG5141801002  ;11886
COR001;01;CORTAR              ;2FG5271800001  ;11887
BOR003;02;BORDAR              ;2FG5271800001  ;11888
FUR001;03;FURAR               ;2FG5271800001  ;11889
COR002;04;CORTAR              ;2FG5271800001  ;11890
BOR001;05;BORDAR              ;2FG5271800001  ;11891
COR001;01;CORTAR              ;2FG5271800002  ;11892
BOR003;02;BORDAR              ;2FG5271800002  ;11893
FUR001;03;FURAR               ;2FG5271800002  ;11894
COR002;04;CORTAR              ;2FG5271800002  ;11895
BOR001;05;BORDAR              ;2FG5271800002  ;11896
COR001;01;CORTAR              ;2FG5431500004  ;11897
BOR003;02;BORDAR              ;2FG5431500004  ;11898
FUR001;03;FURAR               ;2FG5431500004  ;11899
COR002;04;CORTAR              ;2FG5431500004  ;11900
BOR001;05;BORDAR              ;2FG5431500004  ;11901
COR001;01;CORTAR              ;2FG5431500005  ;11902
BOR003;02;BORDAR              ;2FG5431500005  ;11903
FUR001;03;FURAR               ;2FG5431500005  ;11904
COR002;04;CORTAR              ;2FG5431500005  ;11905
BOR001;05;BORDAR              ;2FG5431500005  ;11906
COR001;01;CORTAR              ;2FG5431500040  ;11907
BOR003;02;BORDAR              ;2FG5431500040  ;11908
FUR001;03;FURAR               ;2FG5431500040  ;11909
COR002;04;CORTAR              ;2FG5431500040  ;11910
BOR001;05;BORDAR              ;2FG5431500040  ;11911
COR001;01;CORTAR              ;2FG5431500111  ;11912
BOR003;02;BORDAR              ;2FG5431500111  ;11913
FUR001;03;FURAR               ;2FG5431500111  ;11914
COR002;04;CORTAR              ;2FG5431500111  ;11915
BOR001;05;BORDAR              ;2FG5431500111  ;11916
COR001;01;CORTAR              ;2FG5541800004  ;11917
BOR003;02;BORDAR              ;2FG5541800004  ;11918
FUR001;03;FURAR               ;2FG5541800004  ;11919
COR002;04;CORTAR              ;2FG5541800004  ;11920
BOR001;05;BORDAR              ;2FG5541800004  ;11921
COR001;01;CORTAR              ;2FG5541800006  ;11922
BOR003;02;BORDAR              ;2FG5541800006  ;11923
FUR001;03;FURAR               ;2FG5541800006  ;11924
COR002;04;CORTAR              ;2FG5541800006  ;11925
BOR001;05;BORDAR              ;2FG5541800006  ;11926
COR001;01;CORTAR              ;2FG5541801004  ;11927
BOR003;02;BORDAR              ;2FG5541801004  ;11928
FUR001;03;FURAR               ;2FG5541801004  ;11929
COR002;04;CORTAR              ;2FG5541801004  ;11930
BOR001;05;BORDAR              ;2FG5541801004  ;11931
COR001;01;CORTAR              ;2FG5541801005  ;11932
BOR003;02;BORDAR              ;2FG5541801005  ;11933
FUR001;03;FURAR               ;2FG5541801005  ;11934
COR002;04;CORTAR              ;2FG5541801005  ;11935
BOR001;05;BORDAR              ;2FG5541801005  ;11936
COR001;01;CORTAR              ;2FG5961500004  ;11937
BOR003;02;BORDAR              ;2FG5961500004  ;11938
FUR001;03;FURAR               ;2FG5961500004  ;11939
COR001;01;CORTAR              ;2FG5961500005  ;11940
BOR003;02;BORDAR              ;2FG5961500005  ;11941
FUR001;03;FURAR               ;2FG5961500005  ;11942
COR001;01;CORTAR              ;2FG5961500030  ;11943
BOR003;02;BORDAR              ;2FG5961500030  ;11944
FUR001;03;FURAR               ;2FG5961500030  ;11945
COR001;01;CORTAR              ;2FG5961500031  ;11946
BOR003;02;BORDAR              ;2FG5961500031  ;11947
FUR001;03;FURAR               ;2FG5961500031  ;11948
COR001;01;CORTAR              ;2FG5961500040  ;11949
BOR003;02;BORDAR              ;2FG5961500040  ;11950
FUR001;03;FURAR               ;2FG5961500040  ;11951
COR001;01;CORTAR              ;2FG5961500042  ;11952
BOR003;02;BORDAR              ;2FG5961500042  ;11953
COR001;01;CORTAR              ;2PT1611800005  ;12997
BOR003;02;BORDAR              ;2PT1611800005  ;12998
FUR001;03;FURAR               ;2PT1611800005  ;12999
COR001;01;CORTAR              ;2PT1611801004  ;13000
BOR003;02;BORDAR              ;2PT1611801004  ;13001
FUR001;03;FURAR               ;2PT1611801004  ;13002
COR001;01;CORTAR              ;2PT1611801005  ;13003
BOR003;02;BORDAR              ;2PT1611801005  ;13004
FUR001;03;FURAR               ;2PT1611801005  ;13005
COR001;01;CORTAR              ;2PT1611802004  ;13006
BOR003;02;BORDAR              ;2PT1611802004  ;13007
FUR001;03;FURAR               ;2PT1611802004  ;13008
COR001;01;CORTAR              ;2PT1611802005  ;13009
BOR003;02;BORDAR              ;2PT1611802005  ;13010
FUR001;03;FURAR               ;2PT1611802005  ;13011
COR001;01;CORTAR              ;2PT1611803004  ;13012
BOR003;02;BORDAR              ;2PT1611803004  ;13013
FUR001;03;FURAR               ;2PT1611803004  ;13014
COR001;01;CORTAR              ;2PT1611803005  ;13015
BOR003;02;BORDAR              ;2PT1611803005  ;13016
FUR001;03;FURAR               ;2PT1611803005  ;13017
COR001;01;CORTAR              ;2PT1611804003  ;13018
BOR003;02;BORDAR              ;2PT1611804003  ;13019
FUR001;03;FURAR               ;2PT1611804003  ;13020
COR001;01;CORTAR              ;2PT1611804004  ;13021
BOR003;02;BORDAR              ;2PT1611804004  ;13022
FUR001;03;FURAR               ;2PT1611804004  ;13023
COR001;01;CORTAR              ;2PT1611804005  ;13024
BOR003;02;BORDAR              ;2PT1611804005  ;13025
FUR001;03;FURAR               ;2PT1611804005  ;13026
COR001;01;CORTAR              ;2PT1721500004  ;13027
BOR003;02;BORDAR              ;2PT1721500004  ;13028
FUR001;03;FURAR               ;2PT1721500004  ;13029
COR001;01;CORTAR              ;2PT1721500005  ;13030
BOR003;02;BORDAR              ;2PT1721500005  ;13031
FUR001;03;FURAR               ;2PT1721500005  ;13032
COR001;01;CORTAR              ;2PT2131800001  ;13033
BOR003;02;BORDAR              ;2PT2131800001  ;13034
FUR001;03;FURAR               ;2PT2131800001  ;13035
MFA001;04;PRODUTOS ESPECIAIS  ;2PT2131800001  ;13036
COR001;01;CORTAR              ;2PT2131800002  ;13037
BOR003;02;BORDAR              ;2PT2131800002  ;13038
FUR001;03;FURAR               ;2PT2131800002  ;13039
MFA001;04;PRODUTOS ESPECIAIS  ;2PT2131800002  ;13040
COR001;01;CORTAR              ;2PT2131800003  ;13041
BOR003;02;BORDAR              ;2PT2131800003  ;13042
FUR001;03;FURAR               ;2PT2131800003  ;13043
MFA001;04;PRODUTOS ESPECIAIS  ;2PT2131800003  ;13044
COR001;01;CORTAR              ;2PT2131801001  ;13045
BOR003;02;BORDAR              ;2PT2131801001  ;13046
FUR001;03;FURAR               ;2PT2131801001  ;13047
MFA001;04;PRODUTOS ESPECIAIS  ;2PT2131801001  ;13048
COR001;01;CORTAR              ;2PT2131801002  ;13049
BOR003;02;BORDAR              ;2PT2131801002  ;13050
FUR001;03;FURAR               ;2PT2131801002  ;13051
MFA001;04;PRODUTOS ESPECIAIS  ;2PT2131801002  ;13052
COR001;01;CORTAR              ;2PT2131801003  ;13053
BOR003;02;BORDAR              ;2PT2131801003  ;13054
FUR001;03;FURAR               ;2PT2131801003  ;13055
MFA001;04;PRODUTOS ESPECIAIS  ;2PT2131801003  ;13056
COR001;01;CORTAR              ;2PT2241800001  ;13057
BOR003;02;BORDAR              ;2PT2241800001  ;13058
FUR001;03;FURAR               ;2PT2241800001  ;13059
MFA001;04;PRODUTOS ESPECIAIS  ;2PT2241800001  ;13060
COR001;01;CORTAR              ;2PT2241800005  ;13061
BOR003;02;BORDAR              ;2PT2241800005  ;13062
FUR001;03;FURAR               ;2PT2241800005  ;13063
MFA001;04;PRODUTOS ESPECIAIS  ;2PT2241800005  ;13064
COR001;01;CORTAR              ;2PT2241800009  ;13065
COR002;03;CORTAR              ;2RD4312500006  ;14101
MFA001;04;PRODUTOS ESPECIAIS  ;2RD4312500006  ;14102
COR001;01;CORTAR              ;2RD4501800002  ;14103
BOR003;02;BORDAR              ;2RD4501800002  ;14104
FUR001;03;FURAR               ;2RD4501800002  ;14105
COR002;04;CORTAR              ;2RD4501800002  ;14106
BOR001;05;BORDAR              ;2RD4501800002  ;14107
COR002;01;CORTAR              ;2RD4601801004  ;14108
BOR001;02;BORDAR              ;2RD4601801004  ;14109
COR002;03;CORTAR              ;2RD4601801004  ;14110
MFA001;04;PRODUTOS ESPECIAIS  ;2RD4601801004  ;14111
COR002;01;CORTAR              ;2RD4601801005  ;14112
BOR001;02;BORDAR              ;2RD4601801005  ;14113
COR002;03;CORTAR              ;2RD4601801005  ;14114
MFA001;04;PRODUTOS ESPECIAIS  ;2RD4601801005  ;14115
COR002;01;CORTAR              ;2RD4662500004  ;14116
BOR001;02;BORDAR              ;2RD4662500004  ;14117
COR002;03;CORTAR              ;2RD4662500004  ;14118
MFA001;04;PRODUTOS ESPECIAIS  ;2RD4662500004  ;14119
COR002;01;CORTAR              ;2RD4931500004  ;14120
BOR001;02;BORDAR              ;2RD4931500004  ;14121
COR002;03;CORTAR              ;2RD4931500004  ;14122
MFA001;04;PRODUTOS ESPECIAIS  ;2RD4931500004  ;14123
COR002;01;CORTAR              ;2RD4931500005  ;14124
BOR001;02;BORDAR              ;2RD4931500005  ;14125
COR002;03;CORTAR              ;2RD4931500005  ;14126
MFA001;04;PRODUTOS ESPECIAIS  ;2RD4931500005  ;14127
COR002;01;CORTAR              ;2RD4931500040  ;14128
BOR001;02;BORDAR              ;2RD4931500040  ;14129
COR002;03;CORTAR              ;2RD4931500040  ;14130
MFA001;04;PRODUTOS ESPECIAIS  ;2RD4931500040  ;14131
COR002;01;CORTAR              ;2RD4931500111  ;14132
BOR001;02;BORDAR              ;2RD4931500111  ;14133
COR002;03;CORTAR              ;2RD4931500111  ;14134
MFA001;04;PRODUTOS ESPECIAIS  ;2RD4931500111  ;14135
COR001;01;CORTAR              ;2RD5001500002  ;14136
BOR003;02;BORDAR              ;2RD5001500002  ;14137
FUR001;03;FURAR               ;2RD5001500002  ;14138
COR002;04;CORTAR              ;2RD5001500002  ;14139
BOR001;05;BORDAR              ;2RD5001500002  ;14140
COR001;01;CORTAR              ;2RD5001500005  ;14141
BOR003;02;BORDAR              ;2RD5001500005  ;14142
FUR001;03;FURAR               ;2RD5001500005  ;14143
COR002;04;CORTAR              ;2RD5001500005  ;14144
BOR001;05;BORDAR              ;2RD5001500005  ;14145
COR002;01;CORTAR              ;2RD5392500004  ;14146
BOR001;02;BORDAR              ;2RD5392500004  ;14147
COR002;03;CORTAR              ;2RD5392500004  ;14148
MFA001;04;PRODUTOS ESPECIAIS  ;2RD5392500004  ;14149
COR002;01;CORTAR              ;2RD5392500005  ;14150
BOR001;02;BORDAR              ;2RD5392500005  ;14151
COR002;03;CORTAR              ;2RD5392500005  ;14152
MFA001;04;PRODUTOS ESPECIAIS  ;2RD5392500005  ;14153
COR002;01;CORTAR              ;2RD5901801004  ;14154
BOR001;02;BORDAR              ;2RD5901801004  ;14155
COR002;03;CORTAR              ;2RD5901801004  ;14156
MFA001;04;PRODUTOS ESPECIAIS  ;2RD5901801004  ;14157
COR002;01;CORTAR              ;2RD5901801005  ;14158
BOR001;02;BORDAR              ;2RD5901801005  ;14159
COR002;03;CORTAR              ;2RD5901801005  ;14160
MFA001;04;PRODUTOS ESPECIAIS  ;2RD5901801005  ;14161
COR002;01;CORTAR              ;2RD5962500004  ;14162
BOR001;02;BORDAR              ;2RD5962500004  ;14163
COR002;03;CORTAR              ;2RD5962500004  ;14164
MFA001;04;PRODUTOS ESPECIAIS  ;2RD5962500004  ;14165
COR002;01;CORTAR              ;2RD5962500006  ;14166
BOR001;02;BORDAR              ;2RD5962500006  ;14167
COR002;03;CORTAR              ;2RD5962500006  ;14168
MFA001;04;PRODUTOS ESPECIAIS  ;2RD5962500006  ;14169
BOR003;02;BORDAR              ;1TP9201800005  ;10845
FUR001;03;FURAR               ;1TP9201800005  ;10846
COR001;01;CORTAR              ;1TP9201800007  ;10847
BOR003;02;BORDAR              ;1TP9201800007  ;10848
FUR001;03;FURAR               ;1TP9201800007  ;10849
COR001;01;CORTAR              ;1TP9201800040  ;10850
BOR003;02;BORDAR              ;1TP9201800040  ;10851
FUR001;03;FURAR               ;1TP9201800040  ;10852
COR001;01;CORTAR              ;1TP9201800042  ;10853
BOR003;02;BORDAR              ;1TP9201800042  ;10854
FUR001;03;FURAR               ;1TP9201800042  ;10855
COR001;01;CORTAR              ;1TP9201800111  ;10856
BOR003;02;BORDAR              ;1TP9201800111  ;10857
FUR001;03;FURAR               ;1TP9201800111  ;10858
COR001;01;CORTAR              ;1TP9211800005  ;10859
BOR003;02;BORDAR              ;1TP9211800005  ;10860
FUR001;03;FURAR               ;1TP9211800005  ;10861
COR001;01;CORTAR              ;1TP9211801004  ;10862
BOR003;02;BORDAR              ;1TP9211801004  ;10863
FUR001;03;FURAR               ;1TP9211801004  ;10864
COR001;01;CORTAR              ;1TP9211801005  ;10865
BOR003;02;BORDAR              ;1TP9211801005  ;10866
FUR001;03;FURAR               ;1TP9211801005  ;10867
COR002;01;CORTAR              ;1TR001IB       ;10868
BOR001;02;BORDAR              ;1TR001IB       ;10869
COR002;03;CORTAR              ;1TR001IB       ;10870
MFA001;04;PRODUTOS ESPECIAIS  ;1TR001IB       ;10871
COR002;01;CORTAR              ;1TR001TW       ;10872
BOR001;02;BORDAR              ;1TR001TW       ;10873
COR002;03;CORTAR              ;1TR001TW       ;10874
MFA001;04;PRODUTOS ESPECIAIS  ;1TR001TW       ;10875
COR002;01;CORTAR              ;1TR7262500001  ;10876
BOR001;02;BORDAR              ;1TR7262500001  ;10877
COR002;03;CORTAR              ;1TR7262500001  ;10878
MFA001;04;PRODUTOS ESPECIAIS  ;1TR7262500001  ;10879
COR002;01;CORTAR              ;1TR7262500002  ;10880
BOR001;02;BORDAR              ;1TR7262500002  ;10881
COR002;03;CORTAR              ;1TR7262500002  ;10882
MFA001;04;PRODUTOS ESPECIAIS  ;1TR7262500002  ;10883
COR002;01;CORTAR              ;1TT001BR       ;10884
BOR001;02;BORDAR              ;1TT001BR       ;10885
COR002;03;CORTAR              ;1TT001BR       ;10886
MFA001;04;PRODUTOS ESPECIAIS  ;1TT001BR       ;10887
COR002;01;CORTAR              ;1TV002BR       ;10888
BOR001;02;BORDAR              ;1TV002BR       ;10889
COR002;03;CORTAR              ;1TV002BR       ;10890
MFA001;04;PRODUTOS ESPECIAIS  ;1TV002BR       ;10891
COR002;01;CORTAR              ;1TV003BR       ;10892
BOR001;02;BORDAR              ;1TV003BR       ;10893
COR002;03;CORTAR              ;1TV003BR       ;10894
MFA001;04;PRODUTOS ESPECIAIS  ;1TV003BR       ;10895
COR002;01;CORTAR              ;1TV004BF       ;10896
BOR001;02;BORDAR              ;1TV004BF       ;10897
